vacancy_id,client_name,role_title,department,recruiter_id,opened_date,filled_date,status,source_channel,monthly_fee_usd,candidate_country
V0112,ClearPath Accounting,Executive Assistant,Finance & Ops,R11,2026-03-23,,Cancelled,Job Board,,
V0113,Solstice Wellness,Project Manager,Finance & Ops,R04,2025-10-19,2025-12-06,Filled,LinkedIn,2620,Mexico
V0114,ClearPath Accounting,Full-Stack Developer,Tech,R10,2025-11-21,2025-12-06,Filled,Job Board,2730,Colombia
V0115,Maple & Main Retail,Executive Assistant,Finance & Ops,R06,2026-04-02,2026-06-05,Filled,Job Board,1350,Peru
V0116,TrueNorth SaaS,QA Engineer,Tech,R01,2025-12-29,2026-02-09,Filled,LinkedIn,2110,Venezuela
V0117,Maple & Main Retail,Project Manager,Finance & Ops,R11,2026-02-08,2026-04-20,Filled,Referral,2010,Argentina
V0118,Quantum IT Services,Full-Stack Developer,Tech,R03,2026-05-15,,Open,LinkedIn,,
V0119,TrueNorth SaaS,Executive Assistant,Finance & Ops,R11,2026-01-10,,Open,LinkedIn,,
V0120,Brightline Health,Executive Assistant,Finance & Ops,R04,2026-03-01,,Open,Referral,,
V0121,Riverbend Clinics,Customer Support Rep,Marketing & Sales,R12,2025-10-26,,Open,Job Board,,
V0122,Falcon Freight,IT Support Specialist,Tech,R03,2026-01-06,,Cancelled,LinkedIn,,
V0123,Solstice Wellness,Customer Support Rep,Marketing & Sales,R09,2025-10-21,,Open,LinkedIn,,
V0124,Copperfield Law,Executive Assistant,Finance & Ops,R11,2026-03-17,2026-05-14,Filled,Internal Database,1280,Peru
V0125,Cascade Realty,QA Engineer,Tech,R10,2026-02-09,,Open,Referral,,
V0126,Grandview Hospitality,Full-Stack Developer,Tech,R02,2025-12-12,,Open,LinkedIn,,
V0127,Atlas E-commerce,Accountant,Finance & Ops,R06,2025-10-08,2025-11-22,Filled,Job Board,1960,Peru
V0128,Peak Staffing Co,Bookkeeper,Finance & Ops,R05,2025-11-25,2026-01-17,Filled,Job Board,1670,Peru
V0129,Summit Logistics,Customer Support Rep,Marketing & Sales,R09,2026-05-26,,Cancelled,LinkedIn,,
V0130,Redwood Media,Project Manager,Finance & Ops,R04,2025-11-29,2026-01-29,Filled,Job Board,2480,Venezuela
V0131,Riverbend Clinics,Social Media Manager,Marketing & Sales,R08,2026-05-03,,Open,Referral,,
V0132,Redwood Media,Executive Assistant,Finance & Ops,R06,2025-10-17,2025-11-28,Filled,LinkedIn,1470,Philippines
V0133,Sterling Property Mgmt,Customer Support Rep,Marketing & Sales,R09,2026-04-07,2026-05-04,Filled,LinkedIn,1240,Philippines
V0134,TrueNorth SaaS,IT Support Specialist,Tech,R01,2025-10-11,,Open,LinkedIn,,
V0135,Riverbend Clinics,SDR / Appointment Setter,Marketing & Sales,R08,2026-01-15,,Open,LinkedIn,,
V0136,BlueOak Financial,QA Engineer,Tech,R03,2025-12-06,,Open,LinkedIn,,
V0137,Cascade Realty,IT Support Specialist,Tech,R01,2026-03-15,2026-05-19,Filled,Job Board,1430,Peru
V0138,Summit Logistics,Project Manager,Finance & Ops,R06,2026-05-18,2026-06-27,Filled,Job Board,2100,Peru
V0139,Beacon Marketing,Customer Support Rep,Marketing & Sales,R09,2026-06-24,,Cancelled,Job Board,,
V0140,ClearPath Accounting,Accountant,Finance & Ops,R11,2025-11-25,,Cancelled,Job Board,,
V0141,Atlas E-commerce,Full-Stack Developer,Tech,R03,2025-12-04,,Cancelled,Internal Database,,
V0142,Falcon Freight,SDR / Appointment Setter,Marketing & Sales,R12,2026-02-28,2026-03-26,Filled,Job Board,1460,Philippines
V0143,Sterling Property Mgmt,SDR / Appointment Setter,Marketing & Sales,R12,2026-01-19,2026-03-15,Filled,Referral,1340,Philippines
V0144,Maple & Main Retail,Social Media Manager,Marketing & Sales,R09,2025-11-18,2026-01-16,Filled,Internal Database,1700,Mexico
V0145,BlueOak Financial,Full-Stack Developer,Tech,R01,2025-11-16,2026-01-14,Filled,Referral,2510,Philippines
V0146,Solstice Wellness,Marketing Specialist,Marketing & Sales,R07,2026-03-18,2026-05-23,Filled,LinkedIn,2110,Philippines
V0147,Beacon Marketing,Executive Assistant,Finance & Ops,R06,2026-03-09,2026-04-09,Filled,LinkedIn,1500,Brazil
V0148,Pinnacle Auto Group,Full-Stack Developer,Tech,R03,2026-03-29,2026-05-08,Filled,Job Board,2710,Philippines
V0149,Redwood Media,Marketing Specialist,Marketing & Sales,R09,2025-10-14,2025-12-04,Filled,LinkedIn,1690,Argentina
V0150,Solstice Wellness,QA Engineer,Tech,R01,2026-04-24,2026-05-09,Filled,Referral,2310,Colombia
V0151,TrueNorth SaaS,Accountant,Finance & Ops,R11,2026-05-03,2026-06-25,Filled,Referral,1900,Philippines
V0152,Lakeside Insurance,Data Analyst,Tech,R02,2025-12-19,,Cancelled,Referral,,
V0153,Pinnacle Auto Group,Accountant,Finance & Ops,R11,2026-06-06,2026-07-02,Filled,LinkedIn,1770,Argentina
V0154,Vertex Home Services,Customer Support Rep,Marketing & Sales,R09,2026-06-07,2026-06-26,Filled,LinkedIn,1300,Colombia
V0155,Pinnacle Auto Group,IT Support Specialist,Tech,R03,2025-12-10,2026-02-23,Filled,LinkedIn,1470,Brazil
V0156,Nova Legal Group,Accountant,Finance & Ops,R05,2026-06-30,,Cancelled,Referral,,
V0157,Pinnacle Auto Group,Social Media Manager,Marketing & Sales,R12,2025-10-22,2025-12-13,Filled,Referral,1850,Peru
V0158,Riverbend Clinics,Social Media Manager,Marketing & Sales,R09,2026-05-02,2026-06-24,Filled,Referral,1310,Mexico
V0159,Atlas E-commerce,Social Media Manager,Marketing & Sales,R07,2026-04-04,2026-06-10,Filled,Referral,1360,Peru
V0160,Falcon Freight,Accountant,Finance & Ops,R06,2026-03-08,2026-03-29,Filled,LinkedIn,2220,Peru
V0161,Cascade Realty,SDR / Appointment Setter,Marketing & Sales,R09,2026-01-08,2026-02-07,Filled,LinkedIn,1770,Mexico
V0162,Everline Solar,IT Support Specialist,Tech,R02,2025-12-28,,Cancelled,Job Board,,
V0163,Sterling Property Mgmt,Project Manager,Finance & Ops,R06,2026-05-18,,Open,LinkedIn,,
V0164,Sterling Property Mgmt,Project Manager,Finance & Ops,R06,2026-03-05,2026-03-26,Filled,Referral,2320,Argentina
V0165,Riverbend Clinics,Data Analyst,Tech,R03,2026-04-07,2026-04-30,Filled,Referral,2500,Peru
V0166,ClearPath Accounting,Project Manager,Finance & Ops,R11,2025-10-22,,Open,Job Board,,
V0167,Nova Legal Group,SDR / Appointment Setter,Marketing & Sales,R07,2025-12-17,2026-02-10,Filled,Referral,1690,Brazil
V0168,Redwood Media,QA Engineer,Tech,R02,2025-10-21,,Cancelled,LinkedIn,,
V0169,Falcon Freight,Executive Assistant,Finance & Ops,R11,2026-04-17,,Open,Job Board,,
V0170,Maple & Main Retail,Full-Stack Developer,Tech,R01,2026-03-18,2026-05-01,Filled,Internal Database,2830,Brazil
V0171,Falcon Freight,Marketing Specialist,Marketing & Sales,R09,2025-12-16,2026-02-10,Filled,Job Board,1960,Argentina
V0172,BlueOak Financial,Accountant,Finance & Ops,R04,2025-12-06,2026-01-29,Filled,Job Board,1900,Philippines
V0173,Brightline Health,Social Media Manager,Marketing & Sales,R07,2026-06-27,,Cancelled,LinkedIn,,
V0174,BlueOak Financial,QA Engineer,Tech,R03,2026-01-18,,Open,LinkedIn,,
V0175,Riverbend Clinics,Executive Assistant,Finance & Ops,R04,2025-11-21,,Cancelled,LinkedIn,,
V0176,Maple & Main Retail,QA Engineer,Tech,R02,2026-01-01,,Cancelled,Job Board,,
V0177,Vertex Home Services,Project Manager,Finance & Ops,R11,2026-02-23,2026-05-06,Filled,LinkedIn,2220,Philippines
V0178,Harbor Dental Partners,Marketing Specialist,Marketing & Sales,R12,2026-05-14,,Cancelled,Job Board,,
V0179,Cascade Realty,Marketing Specialist,Marketing & Sales,R09,2025-12-10,2026-02-07,Filled,Job Board,1840,Peru
V0180,BlueOak Financial,SDR / Appointment Setter,Marketing & Sales,R09,2025-12-03,2026-02-10,Filled,Job Board,1300,Peru
V0181,Summit Logistics,Full-Stack Developer,Tech,R10,2026-01-22,,Open,Referral,,
V0182,ClearPath Accounting,Bookkeeper,Finance & Ops,R11,2026-01-29,,Open,Internal Database,,
V0183,BlueOak Financial,Social Media Manager,Marketing & Sales,R08,2026-03-21,2026-06-01,Filled,Job Board,1470,Brazil
V0184,BlueOak Financial,Project Manager,Finance & Ops,R04,2026-05-18,,Open,Referral,,
V0185,Cascade Realty,Social Media Manager,Marketing & Sales,R12,2026-06-28,,Cancelled,LinkedIn,,
V0186,Copperfield Law,Accountant,Finance & Ops,R04,2026-05-23,2026-06-06,Filled,Referral,2320,Brazil
V0187,Pinnacle Auto Group,Social Media Manager,Marketing & Sales,R09,2025-12-13,2026-01-24,Filled,LinkedIn,1670,Peru
V0188,Beacon Marketing,Customer Support Rep,Marketing & Sales,R09,2025-11-13,2025-11-27,Filled,LinkedIn,1360,Venezuela
V0189,Redwood Media,Accountant,Finance & Ops,R06,2026-04-10,,Cancelled,LinkedIn,,
V0190,Falcon Freight,Customer Support Rep,Marketing & Sales,R09,2025-11-23,2026-01-17,Filled,LinkedIn,1280,Philippines
V0191,Quantum IT Services,Customer Support Rep,Marketing & Sales,R12,2026-05-26,,Cancelled,Job Board,,
V0192,Ironwood Construction,Project Manager,Finance & Ops,R06,2025-10-19,2025-11-05,Filled,Referral,2710,Argentina
V0193,Redwood Media,SDR / Appointment Setter,Marketing & Sales,R09,2026-05-31,,Cancelled,Internal Database,,
V0194,Sterling Property Mgmt,Data Analyst,Tech,R03,2026-03-19,2026-05-21,Filled,Internal Database,2160,Brazil
V0195,Nova Legal Group,Accountant,Finance & Ops,R05,2026-03-23,2026-05-08,Filled,Job Board,2000,Philippines
V0196,Maple & Main Retail,Full-Stack Developer,Tech,R02,2026-05-09,2026-05-31,Filled,LinkedIn,2750,Argentina
V0197,Solstice Wellness,Project Manager,Finance & Ops,R05,2026-05-07,,Cancelled,Internal Database,,
V0198,Nova Legal Group,Bookkeeper,Finance & Ops,R06,2026-05-11,,Cancelled,Job Board,,
V0199,Summit Logistics,Accountant,Finance & Ops,R05,2026-04-05,,Open,LinkedIn,,
V0200,Sterling Property Mgmt,IT Support Specialist,Tech,R03,2026-04-06,2026-05-07,Filled,Internal Database,1740,Brazil
V0201,ClearPath Accounting,Bookkeeper,Finance & Ops,R04,2026-05-16,,Cancelled,Job Board,,
V0202,Grandview Hospitality,IT Support Specialist,Tech,R01,2025-11-28,,Cancelled,LinkedIn,,
V0203,Vertex Home Services,Executive Assistant,Finance & Ops,R05,2026-05-17,,Open,LinkedIn,,
V0204,Maple & Main Retail,Full-Stack Developer,Tech,R02,2026-05-20,,Open,Internal Database,,
V0205,Harbor Dental Partners,Bookkeeper,Finance & Ops,R04,2026-03-27,2026-05-16,Filled,Job Board,1470,Philippines
V0206,BlueOak Financial,Social Media Manager,Marketing & Sales,R09,2025-12-29,2026-02-04,Filled,LinkedIn,1370,Philippines
V0207,Nova Legal Group,Project Manager,Finance & Ops,R06,2025-10-14,2025-11-11,Filled,LinkedIn,2330,Peru
V0208,BlueOak Financial,Accountant,Finance & Ops,R11,2026-06-03,,Cancelled,Internal Database,,
V0209,Everline Solar,Customer Support Rep,Marketing & Sales,R12,2025-11-07,2025-12-05,Filled,Referral,1360,Philippines
V0210,Cascade Realty,Marketing Specialist,Marketing & Sales,R08,2026-01-02,2026-01-21,Filled,Referral,2140,Philippines
V0211,Ironwood Construction,Executive Assistant,Finance & Ops,R05,2025-12-24,2026-02-18,Filled,Job Board,1630,Peru
V0212,Falcon Freight,Executive Assistant,Finance & Ops,R06,2026-01-09,2026-02-01,Filled,LinkedIn,1380,Peru
V0213,TrueNorth SaaS,Marketing Specialist,Marketing & Sales,R08,2025-12-18,,Cancelled,LinkedIn,,
V0214,Falcon Freight,Data Analyst,Tech,R01,2025-11-11,,Open,LinkedIn,,
V0215,Ironwood Construction,Marketing Specialist,Marketing & Sales,R07,2026-05-02,2026-06-20,Filled,Referral,1940,Brazil
V0216,Pinnacle Auto Group,Customer Support Rep,Marketing & Sales,R09,2026-04-26,2026-05-28,Filled,Referral,1440,Venezuela
V0217,BlueOak Financial,IT Support Specialist,Tech,R02,2026-03-24,2026-05-19,Filled,Job Board,1830,Venezuela
V0218,BlueOak Financial,SDR / Appointment Setter,Marketing & Sales,R09,2025-11-24,2026-02-01,Filled,LinkedIn,1270,Mexico
V0219,ClearPath Accounting,Executive Assistant,Finance & Ops,R11,2026-04-15,2026-05-17,Filled,Internal Database,1720,Philippines
V0220,Beacon Marketing,Social Media Manager,Marketing & Sales,R08,2026-03-10,,Cancelled,Internal Database,,
V0221,Vertex Home Services,Project Manager,Finance & Ops,R04,2025-10-12,,Open,Referral,,
V0222,Grandview Hospitality,Data Analyst,Tech,R03,2025-10-26,2026-01-06,Filled,LinkedIn,2520,Argentina
V0223,Redwood Media,Full-Stack Developer,Tech,R02,2026-05-09,,Open,LinkedIn,,
V0224,Grandview Hospitality,Data Analyst,Tech,R03,2026-01-08,2026-03-18,Filled,LinkedIn,1950,Philippines
V0225,Grandview Hospitality,Marketing Specialist,Marketing & Sales,R08,2025-11-30,,Open,Internal Database,,
V0226,ClearPath Accounting,QA Engineer,Tech,R10,2026-01-10,2026-02-08,Filled,Job Board,1840,Brazil
V0227,Riverbend Clinics,SDR / Appointment Setter,Marketing & Sales,R08,2026-05-22,,Cancelled,LinkedIn,,
V0228,TrueNorth SaaS,Accountant,Finance & Ops,R06,2026-03-03,2026-05-16,Filled,LinkedIn,2010,Brazil
V0229,Solstice Wellness,Data Analyst,Tech,R03,2026-04-07,,Cancelled,Internal Database,,
V0230,Summit Logistics,Customer Support Rep,Marketing & Sales,R12,2025-10-14,2025-11-24,Filled,Referral,1430,Brazil
V0231,TrueNorth SaaS,QA Engineer,Tech,R10,2026-06-26,,Cancelled,Internal Database,,
V0232,Vertex Home Services,Full-Stack Developer,Tech,R01,2026-01-06,2026-03-11,Filled,Referral,2860,Brazil
V0233,Maple & Main Retail,Marketing Specialist,Marketing & Sales,R07,2026-05-30,,Cancelled,Referral,,
V0234,Everline Solar,Accountant,Finance & Ops,R05,2026-03-10,2026-05-06,Filled,Internal Database,2030,Brazil
V0235,Ironwood Construction,Customer Support Rep,Marketing & Sales,R12,2026-02-13,2026-04-04,Filled,Job Board,1220,Mexico
V0236,Cascade Realty,Social Media Manager,Marketing & Sales,R12,2026-01-15,2026-03-03,Filled,Referral,1510,Argentina
V0237,Ironwood Construction,SDR / Appointment Setter,Marketing & Sales,R12,2026-04-13,,Open,LinkedIn,,
V0238,Vertex Home Services,Social Media Manager,Marketing & Sales,R09,2025-11-10,,Open,LinkedIn,,
V0239,Summit Logistics,SDR / Appointment Setter,Marketing & Sales,R09,2026-02-16,2026-03-30,Filled,Job Board,1570,Mexico
